PartCondition,AircraftTotalTime
CORRODED,19940.0
CORRODED,19940.0
CORRODED,19940.0
CORRODED,19940.0
CORRODED,19940.0
CORRODED,19940.0
CORRODED,19940.0
CORRODED,19940.0
CORRODED,19940.0
CRACKED,6063.0
CORRODED,19940.0
CORRODED,19940.0
CRACKED,51481.0
CRACKED,51481.0
CRACKED,19940.0
CRACKED,26895.0
CRACKED,19940.0
CORRODED,65480.0
CRACKED,47535.0
CRACKED,26895.0
CRACKED,71401.0
CRACKED,58314.0
CRACKED,26895.0
CRACKED,71401.0
CORRODED,120529.0
CRACKED,74850.0
CRACKED,74850.0
CRACKED,74269.0
CRACKED,121392.0
CRACKED,91020.0
CRACKED,89962.0
CRACKED,89962.0
CRACKED,89962.0
CRACKED,89962.0
CRACKED,89962.0
CRACKED,89962.0
CRACKED,89962.0
CRACKED,89962.0
CRACKED,89962.0
CORRODED,89962.0
CRACKED,89962.0
CRACKED,89962.0
CORRODED,97914.0
CORRODED,58073.0
CORRODED,53450.0
CORRODED,58073.0
CORRODED,58073.0
CORRODED,12890.0
CORRODED,12890.0
CORRODED,12890.0
CORRODED,12890.0
CORRODED,12890.0
CORRODED,12890.0
CORRODED,12890.0
CRACKED,31722.0
CORRODED,64028.0
CORRODED,64028.0
CRACKED,61182.0
CRACKED,61182.0
CRACKED,61182.0
CORRODED,91598.0
CORRODED,91598.0
CORRODED,91598.0
CORRODED,91598.0
CORRODED,91598.0
CORRODED,91598.0
CORRODED,91598.0
CORRODED,91598.0
CORRODED,91598.0
CORRODED,91598.0
CORRODED,91598.0
CRACKED,91598.0
CRACKED,69643.0
CORRODED,12250.0
CORRODED,66197.0
CRACKED,52649.0
CRACKED,52649.0
CRACKED,52649.0
CORRODED,35282.0
CRACKED,71401.0
CRACKED,71401.0
CRACKED,71401.0
CRACKED,19940.0
CRACKED,47535.0
CRACKED,47535.0
CORRODED,19940.0
CORRODED,19940.0
CRACKED,81580.0
CRACKED,81580.0
CRACKED,81580.0
CRACKED,81580.0
CORRODED,19940.0
CORRODED,19940.0
CORRODED,51481.0
CORRODED,65480.0
CORRODED,65480.0
CORRODED,65480.0
CORRODED,65480.0
CORRODED,65480.0
CORRODED,65480.0
CRACKED,65480.0
CRACKED,65480.0
CRACKED,65480.0
CRACKED,65480.0
CRACKED,65480.0
CRACKED,65480.0
CRACKED,65480.0
CRACKED,65480.0
CRACKED,9201.0
CORRODED,51481.0
CRACKED,19940.0
CRACKED,51481.0
CRACKED,51481.0
CRACKED,51481.0
CORRODED,19940.0
CORRODED,19940.0
CORRODED,19940.0
CORRODED,19940.0
CORRODED,19940.0
CORRODED,65480.0
CRACKED,57371.0
CORRODED,65480.0
CRACKED,51481.0
CRACKED,51481.0
CRACKED,51481.0
CRACKED,51481.0
CRACKED,51481.0
CRACKED,51481.0
CORRODED,19940.0
CORRODED,19940.0
CORRODED,19940.0
CORRODED,19940.0
CORRODED,19940.0
CORRODED,19940.0
CORRODED,19940.0
CORRODED,51481.0
CRACKED,51481.0
CRACKED,51481.0
CRACKED,51481.0
CRACKED,51481.0
CRACKED,51481.0
CORRODED,65480.0
CRACKED,51481.0
CRACKED,51481.0
CRACKED,51481.0
CRACKED,109073.0
CORRODED,74269.0
CORRODED,74850.0
CORRODED,74850.0
CORRODED,17376.0
CORRODED,74488.0
CORRODED,72141.0
CORRODED,74228.0
CORRODED,74228.0
CORRODED,74488.0
CORRODED,73462.0
CRACKED,104532.0
CORRODED,57061.0
CORRODED,62727.0
CORRODED,57061.0
CORRODED,57061.0
CORRODED,35282.0
CORRODED,35282.0
CORRODED,19930.0
CORRODED,19930.0
CORRODED,19930.0
CORRODED,19930.0
CORRODED,76531.0
CORRODED,46973.0
CRACKED,74850.0
CRACKED,58564.0
CRACKED,58564.0
CRACKED,58564.0
CRACKED,18062.0
CRACKED,17870.0
CRACKED,55691.0
CRACKED,58073.0
CORRODED,56007.0
CORRODED,53450.0
CORRODED,53450.0
CORRODED,78621.0
CORRODED,78621.0
CORRODED,72823.0
CORRODED,78621.0
CORRODED,72823.0
CORRODED,60759.0
CRACKED,74228.0
CORRODED,73462.0
CORRODED,72141.0
CORRODED,29652.0
CRACKED,59080.0
CRACKED,59080.0
CRACKED,9707.0
CRACKED,15482.0
CRACKED,15482.0
CRACKED,17410.0
CRACKED,35112.0
CRACKED,35112.0
CORRODED,35112.0
CORRODED,40860.0
CORRODED,39052.0
CORRODED,39052.0
CORRODED,39052.0
CRACKED,39052.0
CRACKED,39052.0
CRACKED,39052.0
CRACKED,39052.0
CRACKED,67196.0
CORRODED,67196.0
CORRODED,67196.0
CRACKED,67196.0
CRACKED,66043.0
CRACKED,66043.0
CORRODED,66043.0
CRACKED,67196.0
CRACKED,67196.0
CRACKED,67196.0
CRACKED,67196.0
CRACKED,67196.0
CORRODED,67196.0
CORRODED,67196.0
CRACKED,66043.0
CRACKED,66043.0
CRACKED,66043.0
CORRODED,66043.0
CORRODED,66043.0
CORRODED,66043.0
CORRODED,66043.0
CRACKED,7651.0
CORRODED,6689.0
CORRODED,67196.0
CRACKED,37904.0
CORRODED,65480.0
CRACKED,51481.0
CRACKED,71401.0
CRACKED,51481.0
CORRODED,19940.0
CORRODED,19940.0
CORRODED,19940.0
CORRODED,19940.0
CORRODED,19940.0
CORRODED,19940.0
CORRODED,19940.0
CORRODED,19940.0
CORRODED,19940.0
CORRODED,19940.0
CORRODED,19940.0
CORRODED,19940.0
CORRODED,19940.0
CORRODED,19940.0
CORRODED,19940.0
CORRODED,65480.0
CORRODED,65480.0
CRACKED,51481.0
CRACKED,30055.0
CRACKED,30055.0
CRACKED,30055.0
CORRODED,30055.0
CRACKED,63756.0
CRACKED,30055.0
CRACKED,40594.0
CORRODED,64428.0
CRACKED,64428.0
CRACKED,30783.0
CRACKED,2839.0
CORRODED,91598.0
CORRODED,91598.0
CORRODED,125147.0
CRACKED,125147.0
CORRODED,125147.0
CORRODED,125147.0
CRACKED,69643.0
CORRODED,40700.0
CRACKED,41383.0
CRACKED,64428.0
CRACKED,67196.0
CRACKED,3196.0
CORRODED,18791.0
CORRODED,18791.0
CORRODED,56007.0
CORRODED,56007.0
CRACKED,53379.0
CRACKED,53379.0
CRACKED,53379.0
CORRODED,57820.0
CORRODED,92803.0
CORRODED,78621.0
CRACKED,85445.0
CRACKED,53561.0
CRACKED,60759.0
CRACKED,15482.0
CRACKED,15482.0
CRACKED,15482.0
CRACKED,15482.0
CRACKED,15482.0
CRACKED,54828.0
CORRODED,56007.0
CORRODED,55691.0
CRACKED,53379.0
CRACKED,53379.0
CORRODED,109073.0
CRACKED,13750.0
CRACKED,63758.0
CORRODED,54831.0
CRACKED,41425.0
CORRODED,41425.0
CORRODED,41425.0
CRACKED,41425.0
CRACKED,41425.0
CRACKED,41425.0
CRACKED,41425.0
CRACKED,41425.0
CRACKED,41425.0
CORRODED,41425.0
CORRODED,41425.0
CRACKED,41425.0
CRACKED,41425.0
CRACKED,41425.0
CRACKED,41425.0
CRACKED,61990.0
CRACKED,41425.0
CORRODED,41425.0
CORRODED,41425.0
CORRODED,41425.0
CORRODED,41425.0
CORRODED,34128.0
CORRODED,34128.0
CORRODED,34128.0
CORRODED,34128.0
CORRODED,34128.0
CORRODED,34128.0
CORRODED,34128.0
CORRODED,34128.0
CORRODED,34128.0
CORRODED,34128.0
CORRODED,34128.0
CORRODED,34128.0
CORRODED,34128.0
CORRODED,34128.0
CORRODED,34128.0
CORRODED,34128.0
CORRODED,34128.0
CORRODED,34128.0
CORRODED,34128.0
CORRODED,34128.0
CORRODED,66197.0
CRACKED,71441.0
CRACKED,41383.0
CORRODED,41383.0
CORRODED,34128.0
CORRODED,34128.0
CORRODED,76120.0
CRACKED,76531.0
CRACKED,63315.0
CORRODED,121392.0
CRACKED,63645.0
CORRODED,74064.0
CRACKED,79038.0
CRACKED,79038.0
CRACKED,79038.0
CORRODED,79038.0
CORRODED,79038.0
CORRODED,79038.0
CORRODED,79038.0
CORRODED,79038.0
CORRODED,79038.0
CRACKED,44340.0
CRACKED,353.0
CORRODED,72141.0
CORRODED,79038.0
CRACKED,79038.0
CRACKED,57061.0
CORRODED,57061.0
CORRODED,57061.0
CORRODED,66197.0
CORRODED,61373.0
CORRODED,62727.0
CRACKED,65373.0
CORRODED,10766.0
CORRODED,10766.0
CORRODED,10766.0
CORRODED,10766.0
CORRODED,10766.0
CORRODED,10766.0
CORRODED,10766.0
CORRODED,117872.0
CORRODED,91600.0
CORRODED,31515.0
CORRODED,91600.0
CRACKED,91600.0
CRACKED,125147.0
CORRODED,31515.0
CORRODED,91600.0
CRACKED,91600.0
CRACKED,82110.0
CORRODED,46973.0
CORRODED,46973.0
CRACKED,30055.0
CRACKED,30055.0
CRACKED,59234.0
CRACKED,53450.0
CORRODED,58073.0
CRACKED,53450.0
CRACKED,65704.0
CRACKED,54831.0
CORRODED,58836.0
CRACKED,58345.0
CRACKED,58345.0
CRACKED,58836.0
CORRODED,26980.0
CORRODED,26980.0
CORRODED,26980.0
CORRODED,26980.0
CORRODED,26980.0
CORRODED,26980.0
CORRODED,58395.0
CORRODED,58395.0
CORRODED,58395.0
CORRODED,62365.0
CRACKED,60395.0
CORRODED,58836.0
CORRODED,58836.0
CORRODED,58345.0
CRACKED,58395.0
CRACKED,58395.0
CRACKED,44562.0
CRACKED,44562.0
CRACKED,58345.0
CRACKED,58345.0
CRACKED,58836.0
CRACKED,58836.0
CRACKED,58836.0
CRACKED,54831.0
CORRODED,48800.0
CORRODED,48800.0
CORRODED,62365.0
CORRODED,62365.0
CORRODED,62365.0
CORRODED,34700.0
CORRODED,64028.0
CORRODED,64028.0
CORRODED,64028.0
CORRODED,64028.0
CRACKED,64028.0
CRACKED,7651.0
CORRODED,62365.0
CORRODED,61595.0
CORRODED,63764.0
CORRODED,63764.0
CORRODED,63764.0
CORRODED,63764.0
CORRODED,63764.0
CORRODED,74228.0
CORRODED,74228.0
CORRODED,31515.0
CORRODED,125147.0
CORRODED,31515.0
CRACKED,69643.0
CORRODED,62365.0
CORRODED,62365.0
CORRODED,62365.0
CRACKED,51341.0
CRACKED,74269.0
CRACKED,74269.0
CORRODED,76493.0
CORRODED,92803.0
CORRODED,92803.0
CORRODED,78621.0
CORRODED,92803.0
CORRODED,92803.0
CRACKED,85445.0
CRACKED,26980.0
CRACKED,26980.0
CRACKED,26980.0
CRACKED,58345.0
CRACKED,58395.0
CRACKED,58395.0
CRACKED,58395.0
CRACKED,58345.0
CRACKED,58345.0
CRACKED,58345.0
CRACKED,58345.0
CRACKED,58345.0
CRACKED,58345.0
CRACKED,58395.0
CORRODED,43026.0
CORRODED,58073.0
CORRODED,53450.0
CORRODED,53450.0
CRACKED,54831.0
CRACKED,54831.0
CRACKED,58345.0
CRACKED,58836.0
CRACKED,58836.0
CRACKED,58836.0
CORRODED,58836.0
CRACKED,58395.0
CRACKED,58395.0
CRACKED,58395.0
CRACKED,58395.0
CRACKED,58345.0
CRACKED,58395.0
CRACKED,58395.0
CRACKED,58836.0
CRACKED,58836.0
CRACKED,58836.0
CRACKED,58836.0
CRACKED,58395.0
CRACKED,58836.0
CRACKED,58836.0
CRACKED,26980.0
CRACKED,54831.0
CRACKED,58345.0
CRACKED,26980.0
CRACKED,58395.0
CRACKED,58836.0
CORRODED,54831.0
CORRODED,54831.0
CRACKED,60246.0
CORRODED,62963.0
CORRODED,62963.0
CORRODED,41383.0
CRACKED,41383.0
CORRODED,41383.0
CRACKED,41383.0
CORRODED,41383.0
CRACKED,75287.0
CRACKED,58345.0
CORRODED,62963.0
CORRODED,62963.0
CORRODED,41383.0
CRACKED,41383.0
CRACKED,41383.0
CORRODED,62963.0
CRACKED,3902.0
CORRODED,82110.0
CORRODED,82110.0
CORRODED,82110.0
CORRODED,82110.0
CORRODED,82110.0
CORRODED,82110.0
CORRODED,82110.0
CORRODED,82110.0
CORRODED,82110.0
CRACKED,82110.0
CORRODED,82110.0
CRACKED,82110.0
CORRODED,82110.0
CORRODED,82110.0
CORRODED,82110.0
CORRODED,82110.0
CORRODED,29652.0
CRACKED,74228.0
CORRODED,72141.0
CORRODED,74228.0
CORRODED,74228.0
CORRODED,74228.0
CORRODED,62963.0
CORRODED,62963.0
CORRODED,34553.0
CORRODED,125147.0
CORRODED,67618.0
CRACKED,10495.0
CRACKED,109073.0
CRACKED,3902.0
CORRODED,61595.0
CORRODED,36108.0
CORRODED,42009.0
CORRODED,42009.0
CORRODED,42009.0
CORRODED,42009.0
CORRODED,42009.0
CORRODED,42009.0
CORRODED,42009.0
CRACKED,64544.0
CORRODED,120529.0
CRACKED,86674.0
CRACKED,86674.0
CRACKED,86674.0
CORRODED,120529.0
CORRODED,120529.0
CORRODED,120529.0
CORRODED,86674.0
CRACKED,17984.0
CRACKED,17870.0
CORRODED,16552.0
CORRODED,58836.0
CORRODED,58836.0
CORRODED,58836.0
CORRODED,58836.0
CORRODED,58836.0
CORRODED,58836.0
CORRODED,58836.0
CORRODED,58345.0
CORRODED,54831.0
CORRODED,54831.0
CRACKED,58395.0
CORRODED,58345.0
CRACKED,58395.0
CRACKED,63311.0
CRACKED,63311.0
CRACKED,58836.0
CRACKED,58836.0
CRACKED,58395.0
CRACKED,58395.0
CRACKED,58395.0
CRACKED,58395.0
CRACKED,58836.0
CRACKED,26980.0
CRACKED,58345.0
CRACKED,58345.0
CRACKED,58395.0
CRACKED,58395.0
CORRODED,58345.0
CORRODED,58345.0
CORRODED,58345.0
CRACKED,58395.0
CRACKED,58395.0
CRACKED,58395.0
CRACKED,58395.0
CRACKED,58836.0
CRACKED,58836.0
CRACKED,58836.0
CRACKED,32160.0
CRACKED,58836.0
CRACKED,32770.0
CRACKED,32770.0
CORRODED,58345.0
CRACKED,58345.0
CRACKED,58345.0
CRACKED,58345.0
CRACKED,58395.0
CRACKED,58395.0
CRACKED,58395.0
CRACKED,54831.0
CRACKED,54831.0
CRACKED,58345.0
CRACKED,58345.0
CRACKED,58395.0
CRACKED,58395.0
CRACKED,58395.0
CRACKED,26980.0
CRACKED,73253.0
CRACKED,58395.0
CRACKED,58395.0
CRACKED,37369.0
CRACKED,58836.0
CORRODED,26980.0
CORRODED,26980.0
CORRODED,54831.0
CORRODED,54831.0
CORRODED,54831.0
CORRODED,54831.0
CORRODED,54831.0
CORRODED,54831.0
CORRODED,54831.0
CORRODED,54831.0
CORRODED,58345.0
CORRODED,58345.0
CORRODED,58395.0
CORRODED,58395.0
CORRODED,58395.0
CORRODED,58395.0
CRACKED,58836.0
CRACKED,64984.0
CRACKED,64984.0
CRACKED,64984.0
CRACKED,64984.0
CRACKED,64984.0
CRACKED,64984.0
CRACKED,64984.0
CRACKED,64984.0
CRACKED,64984.0
CRACKED,64984.0
CRACKED,64028.0
CRACKED,78619.0
CORRODED,58836.0
CRACKED,58836.0
CORRODED,58836.0
CORRODED,58836.0
CORRODED,58836.0
CORRODED,58836.0
CORRODED,58836.0
CORRODED,58836.0
CORRODED,7592.0
CORRODED,7592.0
CORRODED,7592.0
CRACKED,7442.0
CRACKED,7442.0
CRACKED,7442.0
CRACKED,7442.0
CRACKED,7442.0
CRACKED,41383.0
CORRODED,22002.0
CORRODED,22002.0
CORRODED,57820.0
CRACKED,93370.0
CRACKED,41383.0
CORRODED,41383.0
CRACKED,41383.0
CRACKED,65373.0
CORRODED,60395.0
CRACKED,41383.0
CORRODED,41383.0
CRACKED,52618.0
CRACKED,16789.0
CRACKED,3130.0
CORRODED,12567.0
CORRODED,62365.0
CORRODED,15330.0
CORRODED,15330.0
CRACKED,65475.0
CRACKED,65475.0
CORRODED,61595.0
CRACKED,61373.0
CRACKED,61373.0
CORRODED,61373.0
CORRODED,120529.0
CORRODED,120529.0
CRACKED,120529.0
CRACKED,120529.0
CORRODED,46973.0
CRACKED,53450.0
CORRODED,53450.0
CORRODED,58073.0
CORRODED,92803.0
CORRODED,78621.0
CORRODED,92803.0
CORRODED,92803.0
CORRODED,78621.0
CRACKED,18062.0
CRACKED,117872.0
CRACKED,140295.0
CRACKED,19316.0
CRACKED,19316.0
CRACKED,19316.0
CRACKED,19316.0
CRACKED,85048.0
CRACKED,64984.0
CRACKED,40797.0
CORRODED,19671.0
CORRODED,31515.0
CORRODED,125147.0
CORRODED,23465.0
CORRODED,36272.0
CORRODED,74228.0
CRACKED,33158.0
CORRODED,30257.0
CORRODED,72141.0
CORRODED,72141.0
CRACKED,74488.0
CORRODED,72141.0
CORRODED,72141.0
CORRODED,72141.0
CORRODED,72141.0
CORRODED,29652.0
CRACKED,41383.0
CRACKED,41383.0
CRACKED,41383.0
CRACKED,41383.0
CORRODED,41383.0
CORRODED,36272.0
CORRODED,36272.0
CORRODED,36272.0
CORRODED,36272.0
CORRODED,36272.0
CORRODED,23465.0
CORRODED,23465.0
CRACKED,54655.0
CORRODED,51825.0
CRACKED,38193.0
CRACKED,56834.0
CRACKED,72191.0
CRACKED,72191.0
CRACKED,72191.0
CRACKED,33586.0
CRACKED,33586.0
CRACKED,33586.0
CRACKED,51825.0
CRACKED,44562.0
CRACKED,51825.0
CRACKED,44562.0
CORRODED,51825.0
CORRODED,51825.0
CRACKED,51825.0
CRACKED,51825.0
CRACKED,51825.0
CRACKED,51825.0
CRACKED,51825.0
CRACKED,51825.0
CRACKED,51825.0
CRACKED,51825.0
CRACKED,51825.0
CRACKED,51825.0
CRACKED,51825.0
CRACKED,51825.0
CRACKED,51825.0
CRACKED,51825.0
CRACKED,51825.0
CRACKED,51825.0
CRACKED,51825.0
CRACKED,51825.0
CRACKED,51825.0
CRACKED,51825.0
CRACKED,51825.0
CRACKED,51825.0
CRACKED,63645.0
CORRODED,74064.0
CORRODED,74064.0
CRACKED,63645.0
CORRODED,74064.0
CRACKED,91980.0
CORRODED,52618.0
CORRODED,11560.0
CORRODED,11560.0
CORRODED,11560.0
CORRODED,11560.0
CORRODED,11560.0
CORRODED,11560.0
CORRODED,11560.0
CORRODED,11560.0
CORRODED,11560.0
CORRODED,11560.0
CORRODED,11560.0
CORRODED,11560.0
CORRODED,11560.0
CORRODED,11560.0
CRACKED,52618.0
CRACKED,49031.0
CRACKED,46607.0
CRACKED,20497.0
CRACKED,65475.0
CORRODED,61595.0
CRACKED,76120.0
CRACKED,51341.0
CRACKED,120529.0
CRACKED,76531.0
CORRODED,86674.0
CORRODED,78621.0
CORRODED,78621.0
CORRODED,82110.0
CORRODED,82110.0
CORRODED,82110.0
CORRODED,82110.0
CRACKED,64360.0
CORRODED,13757.0
CORRODED,13757.0
CORRODED,13757.0
CORRODED,13757.0
CORRODED,13757.0
CORRODED,13757.0
CORRODED,54831.0
CRACKED,28379.0
CORRODED,65475.0
CRACKED,8318.0
CORRODED,33534.0
CORRODED,33534.0
CORRODED,82110.0
CORRODED,82110.0
CRACKED,89177.0
CRACKED,89177.0
CRACKED,93370.0
CRACKED,93370.0
CRACKED,93370.0
CRACKED,52618.0
CORRODED,46642.0
CRACKED,46642.0
CRACKED,46642.0
CRACKED,46642.0
CRACKED,46642.0
CRACKED,46642.0
CRACKED,46642.0
CRACKED,46642.0
CRACKED,46642.0
CORRODED,46642.0
CORRODED,33534.0
CORRODED,70845.0
CORRODED,70845.0
CRACKED,119349.0
CRACKED,52732.0
CORRODED,61595.0
CRACKED,73863.0
CRACKED,61594.0
CORRODED,40661.0
CORRODED,35890.0
CORRODED,85445.0
CORRODED,117890.0
CORRODED,12788.0
CORRODED,12788.0
CORRODED,12788.0
CORRODED,12788.0
CRACKED,37088.0
CRACKED,119349.0
CRACKED,82571.0
CORRODED,121392.0
CORRODED,121392.0
CRACKED,82571.0
CORRODED,121392.0
CORRODED,82571.0
CORRODED,82571.0
CORRODED,10639.0
CORRODED,10639.0
CORRODED,10639.0
CORRODED,10639.0
CORRODED,10639.0
CORRODED,10639.0
CORRODED,10639.0
CORRODED,10639.0
CORRODED,10639.0
CORRODED,10639.0
CORRODED,10639.0
CORRODED,10639.0
CORRODED,10639.0
CORRODED,10639.0
CORRODED,10639.0
CRACKED,22420.0
CORRODED,14664.0
CORRODED,75796.0
CRACKED,63230.0
CORRODED,63230.0
CORRODED,104532.0
CORRODED,104532.0
CRACKED,104532.0
CRACKED,3054.0
CRACKED,41383.0
CRACKED,41383.0
CRACKED,41383.0
CRACKED,41383.0
CRACKED,41383.0
CRACKED,41383.0
CRACKED,41383.0
CORRODED,42887.0
CORRODED,48210.0
CORRODED,48210.0
CORRODED,48210.0
CORRODED,48210.0
CORRODED,48210.0
CORRODED,48210.0
CORRODED,48210.0
CORRODED,48210.0
CORRODED,48210.0
CORRODED,48210.0
CORRODED,48210.0
CORRODED,48210.0
CRACKED,48210.0
CRACKED,14664.0
CORRODED,9294.0
CORRODED,61595.0
CRACKED,71441.0
CORRODED,61373.0
CORRODED,82110.0
CORRODED,82110.0
CORRODED,82110.0
CORRODED,72141.0
CORRODED,72141.0
CORRODED,72141.0
CRACKED,73462.0
CORRODED,40708.0
CORRODED,91621.0
CORRODED,31515.0
CRACKED,125167.0
CRACKED,82793.0
CRACKED,82793.0
CRACKED,82793.0
CRACKED,82793.0
CORRODED,49628.0
CORRODED,51341.0
CRACKED,64544.0
CRACKED,68864.0
CRACKED,68864.0
CRACKED,67452.0
CRACKED,67452.0
CRACKED,67452.0
CORRODED,78621.0
CORRODED,17610.0
CORRODED,17610.0
CORRODED,17610.0
CRACKED,72191.0
CRACKED,72191.0
CRACKED,72191.0
CRACKED,57066.0
CRACKED,57066.0
CORRODED,57066.0
CORRODED,56007.0
CORRODED,58073.0
CRACKED,42771.0
CRACKED,53450.0
CORRODED,58073.0
CRACKED,52618.0
CRACKED,52618.0
CRACKED,52618.0
CRACKED,34984.0
CRACKED,34984.0
CRACKED,35797.0
CRACKED,48170.0
CORRODED,57820.0
CRACKED,119349.0
CRACKED,4575.0
CRACKED,18506.0
CRACKED,27042.0
CORRODED,27042.0
CRACKED,69643.0
CORRODED,49628.0
CORRODED,49628.0
CORRODED,49628.0
CORRODED,49628.0
CORRODED,49628.0
CORRODED,49628.0
CORRODED,49628.0
CORRODED,49628.0
CORRODED,49628.0
CRACKED,385.0
CORRODED,6324.0
CORRODED,6324.0
CORRODED,30230.0
CORRODED,25668.0
CORRODED,25668.0
CORRODED,30230.0
CORRODED,66197.0
CORRODED,66197.0
CORRODED,66197.0
CORRODED,66197.0
CORRODED,66197.0
CORRODED,42009.0
CORRODED,76531.0
CRACKED,121392.0
CORRODED,120529.0
CORRODED,120529.0
CORRODED,120529.0
CORRODED,120529.0
CRACKED,120529.0
CORRODED,120529.0
CRACKED,120529.0
CORRODED,76531.0
CORRODED,33534.0
CORRODED,33534.0
CORRODED,56007.0
CRACKED,57066.0
CORRODED,57066.0
CRACKED,71545.0
CRACKED,57066.0
CRACKED,57066.0
CRACKED,57066.0
CRACKED,53450.0
CRACKED,58073.0
CORRODED,53450.0
CRACKED,385.0
CORRODED,52618.0
CRACKED,65666.0
CRACKED,51181.0
CRACKED,51181.0
CRACKED,51181.0
CORRODED,40874.0
CORRODED,40874.0
CORRODED,40874.0
CORRODED,40874.0
CORRODED,52618.0
CORRODED,40874.0
CORRODED,33534.0
CRACKED,57066.0
CRACKED,56007.0
CRACKED,55691.0
CORRODED,56007.0
CRACKED,57066.0
CORRODED,53450.0
CORRODED,57066.0
CRACKED,41383.0
CORRODED,41383.0
CORRODED,41383.0
CORRODED,41383.0
CORRODED,19712.0
CORRODED,19712.0
CORRODED,19712.0
CORRODED,52618.0
CORRODED,52618.0
CORRODED,52618.0
CORRODED,19694.0
CORRODED,33534.0
CORRODED,33534.0
CORRODED,63035.0
CORRODED,63035.0
CORRODED,18245.0
CRACKED,17610.0
CRACKED,17610.0
CORRODED,41383.0
CRACKED,41383.0
CORRODED,19712.0
CORRODED,52618.0
CRACKED,19712.0
CORRODED,19712.0
CORRODED,35445.0
CRACKED,73867.0
CORRODED,18791.0
CRACKED,9218.0
CORRODED,78621.0
CRACKED,78621.0
CRACKED,55691.0
CRACKED,58073.0
CORRODED,56007.0
CORRODED,75819.0
CRACKED,71588.0
CRACKED,71588.0
CRACKED,71588.0
CRACKED,71588.0
CRACKED,71588.0
CRACKED,71588.0
CRACKED,71588.0
CRACKED,71595.0
CRACKED,71595.0
CRACKED,71595.0
CORRODED,85450.0
CORRODED,85450.0
CORRODED,73473.0
CORRODED,72141.0
CORRODED,72141.0
CORRODED,72141.0
CRACKED,74228.0
CRACKED,74228.0
CRACKED,74228.0
CRACKED,74228.0
CRACKED,74228.0
CRACKED,74228.0
CRACKED,74228.0
CORRODED,74627.0
CRACKED,74228.0
CRACKED,74228.0
CRACKED,74228.0
CRACKED,74228.0
CRACKED,74228.0
CORRODED,92803.0
CRACKED,17984.0
CORRODED,74064.0
CRACKED,76328.0
CORRODED,50873.0
CORRODED,50873.0
CRACKED,52325.0
CORRODED,74064.0
CORRODED,74064.0
CORRODED,74064.0
CORRODED,74064.0
CRACKED,63645.0
CRACKED,93370.0
CORRODED,74064.0
CRACKED,93370.0
CRACKED,93370.0
CRACKED,93370.0
CRACKED,93370.0
CRACKED,34973.0
CORRODED,34973.0
CORRODED,34973.0
CRACKED,34973.0
CORRODED,34973.0
CRACKED,34973.0
CORRODED,34973.0
CRACKED,34973.0
CORRODED,34973.0
CORRODED,34973.0
CRACKED,93370.0
CRACKED,10531.0
CORRODED,70845.0
CORRODED,67621.0
CORRODED,69643.0
CORRODED,65534.0
CORRODED,41383.0
CORRODED,41383.0
CRACKED,41383.0
CRACKED,41383.0
CRACKED,41383.0
CRACKED,41383.0
CORRODED,20667.0
CORRODED,20667.0
CORRODED,20667.0
CORRODED,20667.0
CRACKED,20667.0
CORRODED,19712.0
CORRODED,52618.0
CRACKED,26242.0
CRACKED,26242.0
CRACKED,20220.0
CORRODED,20220.0
CORRODED,16801.0
CORRODED,16801.0
CRACKED,20220.0
CRACKED,20220.0
CRACKED,20220.0
CRACKED,20220.0
CORRODED,20220.0
CORRODED,20220.0
CORRODED,20220.0
CORRODED,20220.0
CORRODED,20220.0
CORRODED,20220.0
CRACKED,20220.0
CORRODED,20220.0
CORRODED,20220.0
CRACKED,20220.0
CORRODED,20220.0
CORRODED,20220.0
CORRODED,20220.0
CORRODED,20220.0
CORRODED,20220.0
CORRODED,20220.0
CRACKED,75752.0
CORRODED,52374.0
CORRODED,52374.0
CORRODED,52374.0
CORRODED,75752.0
CORRODED,34973.0
CORRODED,34973.0
CORRODED,34973.0
CORRODED,34973.0
CORRODED,34973.0
CORRODED,34973.0
CORRODED,34973.0
CORRODED,34973.0
CRACKED,64175.0
CRACKED,64175.0
CRACKED,64175.0
CORRODED,67743.0
CRACKED,67743.0
CRACKED,64028.0
CORRODED,64028.0
CRACKED,64028.0
CRACKED,53450.0
CORRODED,53450.0
CRACKED,56007.0
CORRODED,70847.0
CORRODED,27042.0
CORRODED,70847.0
CORRODED,34338.0
CORRODED,70850.0
CORRODED,23291.0
CRACKED,62131.0
CORRODED,120529.0
CORRODED,51341.0
CORRODED,78896.0
CRACKED,64544.0
CRACKED,64544.0
CRACKED,71604.0
CORRODED,87681.0
CORRODED,87681.0
CRACKED,16498.0
CRACKED,49462.0
CRACKED,18146.0
CRACKED,85047.0
CRACKED,25592.0
CRACKED,55658.0
CRACKED,38.0
CORRODED,53150.0
CRACKED,48390.0
CORRODED,14320.0
CORRODED,40874.0
CRACKED,40874.0
CORRODED,40874.0
CORRODED,48269.0
CORRODED,48269.0
CRACKED,48269.0
CRACKED,48269.0
CRACKED,48269.0
CRACKED,48269.0
CRACKED,48269.0
CRACKED,48269.0
CRACKED,48269.0
CRACKED,48269.0
CRACKED,48269.0
CORRODED,48269.0
CRACKED,74228.0
CORRODED,74228.0
CORRODED,72141.0
CRACKED,74488.0
CRACKED,18193.0
